"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"81610","DINOSAUR, CO",,"J",23,"G",116,"G",459,8,"DINOSAUR","CO","MOFFAT"
"81611","ASPEN, CO",,"G",12095,"G",137434,"G",527253,1130,"ASPEN","CO","PITKIN"
"81612","ASPEN, CO",,"H",494,"H",4787,"H",11516,48,"ASPEN","CO","PITKIN"
"81615","SNOWMASS VILLAGE, CO",,"H",3961,"H",37510,"H",97735,187,"SNOWMASS VILLAGE","CO","PITKIN"
"81620","AVON, CO",,"G",9536,"G",98830,"G",359881,769,"AVON","CO","EAGLE"
"81621","BASALT, CO",,"G",2849,"G",34440,"G",155181,494,"BASALT","CO","EAGLE"
"81623","CARBONDALE, CO",,"G",4556,"G",47177,"G",215174,833,"CARBONDALE","CO","GARFIELD"
"81624","COLLBRAN, CO",,"J",103,"G",787,"G",3230,33,"COLLBRAN","CO","MESA"
"81625","CRAIG, CO",,"G",2814,"G",28138,"G",121177,363,"CRAIG","CO","MOFFAT"
"81626","CRAIG, CO",,"J",381,"J",8143,"J",36440,20,"CRAIG","CO","MOFFAT"
"81630","DE BEQUE, CO",,"H",234,"H",3273,"H",14397,28,"DE BEQUE","CO","MESA"
"81631","EAGLE, CO",,"G",2709,"G",26429,"G",126030,512,"EAGLE","CO","EAGLE"
"81632","EDWARDS, CO",,"H",3765,"H",38787,"H",158622,650,"EDWARDS","CO","EAGLE"
"81635","PARACHUTE, CO",,"G",939,"H",20781,"H",55852,99,"PARACHUTE","CO","GARFIELD"
"81637","GYPSUM, CO",,"G",1915,"G",20797,"G",92324,318,"GYPSUM","CO","EAGLE"
"81638","HAMILTON, CO",,"J",8,"J",22,"G",217,6,"HAMILTON","CO","MOFFAT"
"81639","HAYDEN, CO",,"J",578,"H",5762,"H",21854,73,"HAYDEN","CO","ROUTT"
"81640","MAYBELL, CO",,"J",10,"H",86,"H",532,8,"MAYBELL","CO","MOFFAT"
"81641","MEEKER, CO",,"G",899,"G",10820,"H",48298,128,"MEEKER","CO","RIO BLANCO"
"81642","MEREDITH, CO",,"G",10,"J",62,"J",306,5,"MEREDITH","CO","PITKIN"
"81643","MESA, CO",,"H",405,"H",1218,"H",2903,20,"MESA","CO","MESA"
"81645","MINTURN, CO",,"G",446,"G",3641,"G",15965,78,"MINTURN","CO","EAGLE"
"81646","MOLINA, CO",,"J",7,"J",64,"J",151,3,"MOLINA","CO","MESA"
"81647","NEW CASTLE, CO",,"G",876,"H",6981,"H",30423,177,"NEW CASTLE","CO","GARFIELD"
"81648","RANGELY, CO",,"H",828,"H",11733,"H",48675,85,"RANGELY","CO","RIO BLANCO"
"81649","RED CLIFF, CO",,"G",105,"H",811,"G",2699,20,"RED CLIFF","CO","EAGLE"
"81650","RIFLE, CO",,"G",3890,"G",45515,"G",197618,391,"RIFLE","CO","GARFIELD"
"81652","SILT, CO",,"G",751,"G",7996,"G",38251,162,"SILT","CO","GARFIELD"
"81654","SNOWMASS, CO",,"G",114,"G",1375,"G",7787,51,"SNOWMASS","CO","PITKIN"
"81655","WOLCOTT, CO",,"G",204,"G",3316,"G",15078,32,"WOLCOTT","CO","EAGLE"
"81656","WOODY CREEK, CO",,"J",104,"H",915,"H",4345,17,"WOODY CREEK","CO","PITKIN"
"81657","VAIL, CO",,"H",10268,"H",104147,"H",379159,516,"VAIL","CO","EAGLE"
"81658","VAIL, CO",,"J",656,"H",5791,"H",23842,36,"VAIL","CO","EAGLE"
"82001","CHEYENNE, WY",,"G",15876,"G",177841,"G",750854,1770,"CHEYENNE","WY","LARAMIE"
"82002","CHEYENNE, WY","B","S",0,"S",0,"S",0,5,"CHEYENNE","WY","LARAMIE"
"82003","CHEYENNE, WY",,"G",606,"H",6171,"G",24885,98,"CHEYENNE","WY","LARAMIE"
"82005","FE WARREN AFB, WY",,"J",297,"J",1735,"J",7310,19,"FE WARREN AFB","WY","LARAMIE"
"82007","CHEYENNE, WY",,"G",6064,"G",57163,"G",263080,371,"CHEYENNE","WY","LARAMIE"
"82009","CHEYENNE, WY",,"G",9284,"G",76195,"G",324396,863,"CHEYENNE","WY","LARAMIE"
"82050","ALBIN, WY",,"J",11,"G",57,"G",267,4,"ALBIN","WY","LARAMIE"
"82053","BURNS, WY",,"H",121,"G",958,"G",4248,35,"BURNS","WY","LARAMIE"
"82054","CARPENTER, WY",,"H",39,"H",263,"H",1202,14,"CARPENTER","WY","LARAMIE"
"82055","CENTENNIAL, WY",,"J",175,"H",776,"H",2600,11,"CENTENNIAL","WY","ALBANY"
"82060","HILLSDALE, WY",,"J",12,"H",63,"H",304,7,"HILLSDALE","WY","LARAMIE"
"82063","JELM, WY",,"J",19,"J",92,"H",778,3,"JELM","WY","ALBANY"
"82070","LARAMIE, WY",,"G",6548,"G",52468,"G",219162,681,"LARAMIE","WY","ALBANY"
"82071","LARAMIE, WY","A","S",0,"S",0,"S",0,3,"LARAMIE","WY","ALBANY"
"82072","LARAMIE, WY",,"G",2750,"G",23618,"G",101638,304,"LARAMIE","WY","ALBANY"
"82073","LARAMIE, WY",,"H",130,"H",721,"H",3126,30,"LARAMIE","WY","ALBANY"
"82082","PINE BLUFFS, WY",,"H",356,"H",2988,"G",12747,51,"PINE BLUFFS","WY","LARAMIE"
"82083","ROCK RIVER, WY",,"J",73,"J",869,"H",3672,12,"ROCK RIVER","WY","ALBANY"
"82084","TIE SIDING, WY",,"J",9,"H",66,"H",292,4,"TIE SIDING","WY","ALBANY"
"82190","YELLOWSTONE NATIONAL PARK, WY","E","S",0,"S",0,"S",0,29,"YELLOWSTONE NATIONAL PARK","WY","PARK"
"82201","WHEATLAND, WY",,"G",1876,"G",21592,"H",87631,207,"WHEATLAND","WY","PLATTE"
"82210","CHUGWATER, WY",,"H",31,"H",127,"G",482,9,"CHUGWATER","WY","PLATTE"
"82212","FORT LARAMIE, WY",,"H",46,"G",468,"G",1726,10,"FORT LARAMIE","WY","GOSHEN"
"82213","GLENDO, WY",,"H",47,"G",189,"G",1000,22,"GLENDO","WY","PLATTE"
"82214","GUERNSEY, WY",,"G",233,"G",1865,"G",7518,34,"GUERNSEY","WY","PLATTE"
"82215","HARTVILLE, WY",,"G",24,"G",147,"G",584,6,"HARTVILLE","WY","PLATTE"
"82217","HAWK SPRINGS, WY",,"J",12,"J",23,"J",98,5,"HAWK SPRINGS","WY","GOSHEN"
"82221","LAGRANGE, WY",,"J",39,"J",222,"H",891,13,"LAGRANGE","WY","GOSHEN"
"82222","LANCE CREEK, WY",,"G",31,"J",295,"J",1067,9,"LANCE CREEK","WY","NIOBRARA"
"82223","LINGLE, WY",,"G",74,"H",489,"H",2106,17,"LINGLE","WY","GOSHEN"
"82225","LUSK, WY",,"G",354,"G",2645,"G",11988,74,"LUSK","WY","NIOBRARA"
"82240","TORRINGTON, WY",,"G",2689,"G",21859,"G",90003,279,"TORRINGTON","WY","GOSHEN"
"82244","YODER, WY",,"J",10,"G",70,"H",233,7,"YODER","WY","GOSHEN"
"82301","RAWLINS, WY",,"G",2278,"G",18509,"G",73509,273,"RAWLINS","WY","CARBON"
"82321","BAGGS, WY",,"H",258,"H",2882,"H",12860,43,"BAGGS","WY","CARBON"
"82322","BAIROIL, WY",,"J",47,"H",586,"H",2751,4,"BAIROIL","WY","SWEETWATER"
"82323","DIXON, WY",,"J",9,"J",55,"G",206,9,"DIXON","WY","CARBON"
"82324","ELK MOUNTAIN, WY",,"J",132,"J",971,"J",4964,9,"ELK MOUNTAIN","WY","CARBON"
"82325","ENCAMPMENT, WY",,"G",89,"G",747,"H",3935,32,"ENCAMPMENT","WY","CARBON"
"82327","HANNA, WY",,"H",39,"H",428,"H",1457,13,"HANNA","WY","CARBON"
"82329","MEDICINE BOW, WY",,"G",19,"J",122,"J",514,7,"MEDICINE BOW","WY","CARBON"
"82331","SARATOGA, WY",,"H",686,"H",5611,"H",26680,105,"SARATOGA","WY","CARBON"
"82332","SAVERY, WY",,"G",7,"J",81,"J",439,3,"SAVERY","WY","CARBON"
"82334","SINCLAIR, WY",,"H",668,"J",29723,"J",83676,14,"SINCLAIR","WY","CARBON"
"82336","WAMSUTTER, WY",,"H",355,"H",6728,"H",24353,22,"WAMSUTTER","WY","SWEETWATER"
"82401","WORLAND, WY",,"G",2527,"G",22775,"G",95168,319,"WORLAND","WY","WASHAKIE"
"82410","BASIN, WY",,"G",279,"H",2324,"H",10071,48,"BASIN","WY","BIG HORN"
"82411","BURLINGTON, WY",,"G",50,"G",509,"G",2298,11,"BURLINGTON","WY","BIG HORN"
"82412","BYRON, WY",,"J",33,"G",315,"G",1660,12,"BYRON","WY","BIG HORN"
"82414","CODY, WY",,"G",6222,"H",58519,"G",255151,792,"CODY","WY","PARK"
"82420","COWLEY, WY",,"H",186,"G",1596,"G",9766,13,"COWLEY","WY","BIG HORN"
"82421","DEAVER, WY",,"J",34,"J",545,"J",2750,7,"DEAVER","WY","BIG HORN"
"82423","FRANNIE, WY",,"J",13,"J",67,"J",417,4,"FRANNIE","WY","PARK"
"82426","GREYBULL, WY",,"G",635,"G",5063,"G",20390,100,"GREYBULL","WY","BIG HORN"
"82428","HYATTVILLE, WY",,"J",15,"J",41,"J",147,6,"HYATTVILLE","WY","BIG HORN"
"82430","KIRBY, WY",,"J",29,"J",336,"H",1140,4,"KIRBY","WY","HOT SPRINGS"
"82431","LOVELL, WY",,"H",1200,"H",13654,"H",53761,98,"LOVELL","WY","BIG HORN"
"82432","MANDERSON, WY",,"J",20,"H",128,"H",549,5,"MANDERSON","WY","BIG HORN"
"82433","MEETEETSE, WY",,"H",118,"H",1484,"H",6634,22,"MEETEETSE","WY","PARK"
"82435","POWELL, WY",,"G",2545,"G",24256,"G",101275,372,"POWELL","WY","PARK"
"82440","RALSTON, WY",,"J",28,"J",224,"J",1050,10,"RALSTON","WY","PARK"
"82441","SHELL, WY",,"G",25,"H",213,"H",1474,7,"SHELL","WY","BIG HORN"
"82442","TEN SLEEP, WY",,"G",91,"G",620,"G",3148,28,"TEN SLEEP","WY","WASHAKIE"
"82443","THERMOPOLIS, WY",,"G",1442,"G",11345,"G",49387,178,"THERMOPOLIS","WY","HOT SPRINGS"
"82450","WAPITI, WY",,"G",5,"G",2,"J",48,4,"WAPITI","WY","PARK"
"82501","RIVERTON, WY",,"G",5563,"G",49623,"G",206581,655,"RIVERTON","WY","FREMONT"
"82510","ARAPAHOE, WY",,"J",10,"J",131,"J",774,5,"ARAPAHOE","WY","FREMONT"
"82512","CROWHEART, WY","A","S",0,"S",0,"S",0,3,"CROWHEART","WY","FREMONT"
"82513","DUBOIS, WY",,"G",461,"G",3081,"G",14142,130,"DUBOIS","WY","FREMONT"
"82514","FORT WASHAKIE, WY",,"H",148,"H",752,"H",3409,12,"FORT WASHAKIE","WY","FREMONT"
"82515","HUDSON, WY",,"J",51,"H",245,"G",1240,7,"HUDSON","WY","FREMONT"
"82516","KINNEAR, WY",,"J",15,"H",27,"H",302,9,"KINNEAR","WY","FREMONT"
"82520","LANDER, WY",,"G",3546,"G",29661,"G",130851,410,"LANDER","WY","FREMONT"
"82523","PAVILLION, WY",,"J",33,"H",204,"G",835,16,"PAVILLION","WY","FREMONT"
"82524","SAINT STEPHENS, WY",,"J",88,"J",756,"J",3474,3,"SAINT STEPHENS","WY","FREMONT"
"82601","CASPER, WY",,"G",13394,"G",155731,"G",678425,1373,"CASPER","WY","NATRONA"
"82602","CASPER, WY",,"G",578,"G",8297,"G",36129,86,"CASPER","WY","NATRONA"
"82604","CASPER, WY",,"G",6685,"G",76309,"G",333995,681,"CASPER","WY","NATRONA"
"82605","CASPER, WY",,"G",236,"H",3954,"H",18426,34,"CASPER","WY","NATRONA"
"82609","CASPER, WY",,"G",7089,"G",59518,"G",251814,528,"CASPER","WY","NATRONA"
"82620","ALCOVA, WY",,"H",36,"H",118,"H",1117,11,"ALCOVA","WY","NATRONA"
"82633","DOUGLAS, WY",,"G",3608,"G",50632,"G",206317,336,"DOUGLAS","WY","CONVERSE"
"82635","EDGERTON, WY",,"G",58,"H",750,"H",3415,5,"EDGERTON","WY","NATRONA"
"82636","EVANSVILLE, WY",,"G",1661,"H",26528,"H",100118,107,"EVANSVILLE","WY","NATRONA"
"82637","GLENROCK, WY",,"G",797,"G",11055,"G",45803,92,"GLENROCK","WY","CONVERSE"
"82639","KAYCEE, WY",,"H",107,"G",682,"G",3184,33,"KAYCEE","WY","JOHNSON"
"82640","LINCH, WY","A","S",0,"S",0,"S",0,3,"LINCH","WY","JOHNSON"
"82642","LYSITE, WY",,"J",149,"J",5664,"J",18572,9,"LYSITE","WY","FREMONT"
"82643","MIDWEST, WY",,"J",62,"J",562,"J",2338,8,"MIDWEST","WY","NATRONA"
"82644","MILLS, WY",,"G",1431,"G",17914,"G",74733,132,"MILLS","WY","NATRONA"
"82649","SHOSHONI, WY",,"G",112,"H",1404,"G",4968,26,"SHOSHONI","WY","FREMONT"
"82701","NEWCASTLE, WY",,"G",1377,"G",12364,"G",51319,178,"NEWCASTLE","WY","WESTON"
"82710","ALADDIN, WY",,"H",25,"H",179,"H",863,6,"ALADDIN","WY","CROOK"
"82711","ALVA, WY",,"G",8,"H",85,"H",421,4,"ALVA","WY","CROOK"
"82712","BEULAH, WY",,"J",56,"H",389,"H",1657,15,"BEULAH","WY","CROOK"
"82714","DEVILS TOWER, WY",,"J",15,"J",75,"J",926,5,"DEVILS TOWER","WY","CROOK"
"82716","GILLETTE, WY",,"G",8085,"G",109946,"G",445428,673,"GILLETTE","WY","CAMPBELL"
"82717","GILLETTE, WY",,"G",1480,"G",20496,"G",84339,106,"GILLETTE","WY","CAMPBELL"
"82718","GILLETTE, WY",,"G",7395,"G",91859,"G",381980,614,"GILLETTE","WY","CAMPBELL"
"82720","HULETT, WY",,"G",220,"H",2010,"H",8663,31,"HULETT","WY","CROOK"
"82721","MOORCROFT, WY",,"H",485,"H",5587,"H",24545,79,"MOORCROFT","WY","CROOK"
"82725","RECLUSE, WY",,"G",6,"G",57,"G",231,4,"RECLUSE","WY","CAMPBELL"
"82727","ROZET, WY",,"H",108,"J",1383,"J",5833,22,"ROZET","WY","CAMPBELL"
"82729","SUNDANCE, WY",,"G",697,"G",7185,"G",31857,109,"SUNDANCE","WY","CROOK"
"82730","UPTON, WY",,"G",189,"G",1605,"G",7970,44,"UPTON","WY","WESTON"
"82731","WESTON, WY",,"G",2,"J",22,"J",171,3,"WESTON","WY","CAMPBELL"
"82732","WRIGHT, WY",,"G",3083,"G",62272,"G",244344,47,"WRIGHT","WY","CAMPBELL"
"82801","SHERIDAN, WY",,"G",10349,"G",100741,"G",429228,1095,"SHERIDAN","WY","SHERIDAN"
"82831","ARVADA, WY",,"J",10,"J",183,"J",678,3,"ARVADA","WY","SHERIDAN"
"82832","BANNER, WY",,"J",31,"H",147,"G",1817,14,"BANNER","WY","SHERIDAN"
"82833","BIG HORN, WY",,"H",114,"G",685,"G",3640,25,"BIG HORN","WY","SHERIDAN"
"82834","BUFFALO, WY",,"G",2153,"G",18878,"G",81104,447,"BUFFALO","WY","JOHNSON"
"82835","CLEARMONT, WY",,"J",37,"J",559,"J",1894,6,"CLEARMONT","WY","SHERIDAN"
"82836","DAYTON, WY",,"J",125,"J",686,"J",2957,22,"DAYTON","WY","SHERIDAN"
"82838","PARKMAN, WY",,"H",30,"J",184,"J",901,7,"PARKMAN","WY","SHERIDAN"
"82839","RANCHESTER, WY",,"H",124,"H",830,"H",3595,30,"RANCHESTER","WY","SHERIDAN"
"82842","STORY, WY",,"H",90,"H",980,"G",3951,21,"STORY","WY","SHERIDAN"
"82845","WYARNO, WY",,"J",5,"J",67,"J",332,4,"WYARNO","WY","SHERIDAN"
"82901","ROCK SPRINGS, WY",,"G",8461,"G",89821,"G",382755,848,"ROCK SPRINGS","WY","SWEETWATER"
"82902","ROCK SPRINGS, WY",,"H",749,"H",12087,"H",51968,61,"ROCK SPRINGS","WY","SWEETWATER"
"82922","BONDURANT, WY",,"G",47,"H",624,"G",3754,15,"BONDURANT","WY","SUBLETTE"
"82923","BOULDER, WY",,"H",504,"H",9074,"H",39660,46,"BOULDER","WY","SUBLETTE"
"82925","CORA, WY",,"J",16,"G",270,"G",1100,11,"CORA","WY","SUBLETTE"
"82930","EVANSTON, WY",,"G",5159,"G",62804,"G",260805,404,"EVANSTON","WY","UINTA"
"82931","EVANSTON, WY",,"G",225,"H",2450,"H",10213,22,"EVANSTON","WY","UINTA"
"82932","FARSON, WY",,"G",166,"G",1538,"G",6727,30,"FARSON","WY","SWEETWATER"
"82933","FORT BRIDGER, WY",,"G",136,"G",1055,"G",4509,18,"FORT BRIDGER","WY","UINTA"
"82934","GRANGER, WY","B","S",0,"S",0,"S",0,5,"GRANGER","WY","SWEETWATER"
"82935","GREEN RIVER, WY",,"G",4483,"H",77499,"H",309449,257,"GREEN RIVER","WY","SWEETWATER"
"82937","LYMAN, WY",,"G",605,"G",6526,"G",30745,59,"LYMAN","WY","UINTA"
"82938","MC KINNON, WY",,"J",10,"G",43,"G",247,3,"MC KINNON","WY","SWEETWATER"
"82939","MOUNTAIN VIEW, WY",,"G",605,"G",6403,"G",28329,50,"MOUNTAIN VIEW","WY","UINTA"
"82941","PINEDALE, WY",,"G",1541,"H",31358,"H",101852,257,"PINEDALE","WY","SUBLETTE"
"82942","POINT OF ROCKS, WY","G","S",0,"S",0,"S",0,8,"POINT OF ROCKS","WY","SWEETWATER"
"82943","RELIANCE, WY",,"G",62,"H",972,"H",4086,8,"RELIANCE","WY","SWEETWATER"
"82944","ROBERTSON, WY",,"J",6,"G",21,"G",123,4,"ROBERTSON","WY","UINTA"
"83001","JACKSON, WY",,"G",12105,"G",130406,"G",581910,1562,"JACKSON","WY","TETON"
"83002","JACKSON, WY",,"G",1114,"G",11857,"G",58790,177,"JACKSON","WY","TETON"
"83011","KELLY, WY",,"G",27,"H",179,"G",1722,16,"KELLY","WY","TETON"
"83012","MOOSE, WY",,"G",164,"H",1339,"G",10282,16,"MOOSE","WY","TETON"
"83013","MORAN, WY",,"J",220,"J",1873,"H",20609,13,"MORAN","WY","TETON"
"83014","WILSON, WY",,"G",1045,"G",12437,"G",60023,261,"WILSON","WY","TETON"
"83025","TETON VILLAGE, WY",,"J",2982,"H",21810,"H",64999,50,"TETON VILLAGE","WY","TETON"
"83101","KEMMERER, WY",,"G",1100,"G",18085,"G",69551,72,"KEMMERER","WY","LINCOLN"
"83110","AFTON, WY",,"G",1454,"H",13917,"G",58112,196,"AFTON","WY","LINCOLN"
"83111","AUBURN, WY",,"J",21,"J",246,"H",1249,10,"AUBURN","WY","LINCOLN"
"83112","BEDFORD, WY",,"G",60,"H",503,"H",2068,17,"BEDFORD","WY","LINCOLN"
"83113","BIG PINEY, WY",,"G",468,"H",6256,"H",26952,77,"BIG PINEY","WY","SUBLETTE"
"83114","COKEVILLE, WY",,"H",100,"H",687,"H",2669,12,"COKEVILLE","WY","LINCOLN"
"83115","DANIEL, WY",,"H",48,"G",383,"G",2613,19,"DANIEL","WY","SUBLETTE"
"83116","DIAMONDVILLE, WY",,"G",174,"G",928,"G",3987,25,"DIAMONDVILLE","WY","LINCOLN"
"83118","ETNA, WY",,"H",172,"H",1271,"H",6340,59,"ETNA","WY","LINCOLN"
"83119","FAIRVIEW, WY",,"G",16,"H",163,"H",745,5,"FAIRVIEW","WY","LINCOLN"
"83120","FREEDOM, WY",,"G",144,"H",1851,"H",7731,24,"FREEDOM","WY","LINCOLN"
"83122","GROVER, WY",,"G",13,"J",90,"G",453,7,"GROVER","WY","LINCOLN"
"83123","LA BARGE, WY",,"G",168,"G",2540,"G",11267,29,"LA BARGE","WY","LINCOLN"
"83124","OPAL, WY","B","S",0,"S",0,"S",0,3,"OPAL","WY","LINCOLN"
"83126","SMOOT, WY",,"J",8,"H",112,"H",473,7,"SMOOT","WY","LINCOLN"
"83127","THAYNE, WY",,"J",529,"H",3475,"G",16011,128,"THAYNE","WY","LINCOLN"
"83128","ALPINE, WY",,"G",578,"G",4824,"G",22522,111,"ALPINE","WY","LINCOLN"
"83201","POCATELLO, ID",,"G",14560,"G",132010,"G",561848,1134,"POCATELLO","ID","BANNOCK"
"83202","POCATELLO, ID",,"G",6005,"G",40507,"G",167617,442,"POCATELLO","ID","BANNOCK"
"83203","FORT HALL, ID","E","S",0,"S",0,"S",0,6,"FORT HALL","ID","BINGHAM"
"83204","POCATELLO, ID",,"G",3360,"G",26493,"G",109971,359,"POCATELLO","ID","BANNOCK"
"83205","POCATELLO, ID",,"J",48,"H",389,"H",1891,13,"POCATELLO","ID","BANNOCK"
"83206","POCATELLO, ID",,"H",87,"G",816,"G",3462,14,"POCATELLO","ID","BANNOCK"
"83209","POCATELLO, ID",,"H",82,"G",321,"G",1413,9,"POCATELLO","ID","BANNOCK"
"83210","ABERDEEN, ID",,"G",410,"H",3001,"H",13346,57,"ABERDEEN","ID","BINGHAM"
"83211","AMERICAN FALLS, ID",,"H",1898,"H",16597,"H",72371,142,"AMERICAN FALLS","ID","POWER"
"83212","ARBON, ID",,"J",7,"J",28,"J",264,4,"ARBON","ID","POWER"
"83213","ARCO, ID",,"G",303,"H",2112,"H",8631,45,"ARCO","ID","BUTTE"
"83217","BANCROFT, ID",,"G",53,"G",396,"G",1487,10,"BANCROFT","ID","CARIBOU"
"83221","BLACKFOOT, ID",,"G",7164,"G",68797,"G",289299,595,"BLACKFOOT","ID","BINGHAM"
"83223","BLOOMINGTON, ID",,"G",10,"H",56,"H",328,5,"BLOOMINGTON","ID","BEAR LAKE"
"83226","CHALLIS, ID",,"H",438,"G",2587,"G",11692,89,"CHALLIS","ID","CUSTER"
"83227","CLAYTON, ID","B","S",0,"S",0,"S",0,5,"CLAYTON","ID","CUSTER"
"83228","CLIFTON, ID",,"G",45,"H",171,"G",837,9,"CLIFTON","ID","FRANKLIN"
"83232","DAYTON, ID",,"H",43,"H",266,"H",1039,9,"DAYTON","ID","FRANKLIN"
"83234","DOWNEY, ID",,"G",177,"H",1265,"H",5375,21,"DOWNEY","ID","BANNOCK"
"83236","FIRTH, ID",,"H",330,"J",2782,"H",11148,33,"FIRTH","ID","BINGHAM"
"83237","FRANKLIN, ID",,"G",143,"H",1169,"H",4856,18,"FRANKLIN","ID","FRANKLIN"
"83239","GEORGETOWN, ID","A","S",0,"S",0,"S",0,3,"GEORGETOWN","ID","BEAR LAKE"
"83241","GRACE, ID",,"H",132,"H",1045,"H",4515,39,"GRACE","ID","CARIBOU"
"83245","INKOM, ID",,"J",157,"H",779,"H",2674,28,"INKOM","ID","BANNOCK"
"83246","LAVA HOT SPRINGS, ID",,"H",283,"G",1177,"G",5350,52,"LAVA HOT SPRINGS","ID","BANNOCK"
"83250","MCCAMMON, ID",,"H",146,"H",656,"H",3031,13,"MCCAMMON","ID","BANNOCK"
"83251","MACKAY, ID",,"H",164,"H",1142,"H",4888,34,"MACKAY","ID","CUSTER"
"83252","MALAD CITY, ID",,"G",763,"G",5015,"G",21348,91,"MALAD CITY","ID","ONEIDA"
"83254","MONTPELIER, ID",,"G",843,"H",6252,"H",25671,99,"MONTPELIER","ID","BEAR LAKE"
"83255","MOORE, ID",,"J",33,"J",171,"H",789,12,"MOORE","ID","BUTTE"
"83261","PARIS, ID",,"H",47,"H",184,"H",876,13,"PARIS","ID","BEAR LAKE"
"83262","PINGREE, ID",,"H",117,"H",1300,"H",6211,13,"PINGREE","ID","BINGHAM"
"83263","PRESTON, ID",,"G",2068,"G",15982,"G",64078,248,"PRESTON","ID","FRANKLIN"
"83271","ROCKLAND, ID",,"H",67,"J",702,"J",2879,11,"ROCKLAND","ID","POWER"
"83272","SAINT CHARLES, ID",,"J",3,"J",42,"J",312,5,"SAINT CHARLES","ID","BEAR LAKE"
"83274","SHELLEY, ID",,"H",1458,"H",10275,"G",46164,159,"SHELLEY","ID","BINGHAM"
"83276","SODA SPRINGS, ID",,"H",2541,"J",41754,"J",189737,141,"SODA SPRINGS","ID","CARIBOU"
"83278","STANLEY, ID",,"J",167,"J",597,"H",5747,42,"STANLEY","ID","CUSTER"
"83283","THATCHER, ID",,"J",19,"H",138,"J",642,3,"THATCHER","ID","FRANKLIN"
"83286","WESTON, ID",,"H",37,"G",231,"G",951,14,"WESTON","ID","FRANKLIN"
"83287","FISH HAVEN, ID",,"J",38,"J",137,"J",934,6,"FISH HAVEN","ID","BEAR LAKE"
"83301","TWIN FALLS, ID",,"H",26328,"H",201962,"H",847406,2045,"TWIN FALLS","ID","TWIN FALLS"
"83303","TWIN FALLS, ID",,"H",1497,"H",16804,"H",72844,71,"TWIN FALLS","ID","TWIN FALLS"
"83311","ALBION, ID",,"G",146,"G",1080,"G",4352,13,"ALBION","ID","CASSIA"
"83312","ALMO, ID","C","S",0,"S",0,"S",0,5,"ALMO","ID","CASSIA"
"83313","BELLEVUE, ID",,"G",988,"G",7721,"G",38818,168,"BELLEVUE","ID","BLAINE"
"83314","BLISS, ID",,"H",105,"H",633,"H",3209,19,"BLISS","ID","GOODING"
"83316","BUHL, ID",,"G",1337,"G",8667,"G",38711,226,"BUHL","ID","TWIN FALLS"
"83318","BURLEY, ID",,"G",7479,"G",61536,"G",251892,590,"BURLEY","ID","CASSIA"
"83320","CAREY, ID",,"J",85,"G",728,"G",3673,26,"CAREY","ID","BLAINE"
"83321","CASTLEFORD, ID",,"J",41,"J",300,"J",1231,9,"CASTLEFORD","ID","TWIN FALLS"
"83323","DECLO, ID",,"H",132,"G",566,"G",2558,27,"DECLO","ID","CASSIA"
"83324","DIETRICH, ID",,"G",10,"J",36,"G",160,5,"DIETRICH","ID","LINCOLN"
"83325","EDEN, ID",,"J",152,"J",791,"H",3981,26,"EDEN","ID","JEROME"
"83327","FAIRFIELD, ID",,"H",169,"H",1149,"G",4932,30,"FAIRFIELD","ID","CAMAS"
"83328","FILER, ID",,"G",692,"G",4520,"G",22779,103,"FILER","ID","TWIN FALLS"
"83330","GOODING, ID",,"H",1838,"H",22782,"H",86795,180,"GOODING","ID","GOODING"
"83332","HAGERMAN, ID",,"G",258,"H",2210,"H",8317,58,"HAGERMAN","ID","GOODING"
"83333","HAILEY, ID",,"G",3512,"G",35670,"G",160874,573,"HAILEY","ID","BLAINE"
"83334","HANSEN, ID",,"H",137,"H",1312,"H",4777,24,"HANSEN","ID","TWIN FALLS"
"83335","HAZELTON, ID",,"G",383,"G",4250,"G",16580,32,"HAZELTON","ID","JEROME"
"83336","HEYBURN, ID",,"G",751,"G",6704,"G",29929,102,"HEYBURN","ID","MINIDOKA"
"83338","JEROME, ID",,"G",5968,"G",52958,"G",228346,511,"JEROME","ID","JEROME"
"83340","KETCHUM, ID",,"G",5073,"G",50686,"G",223210,650,"KETCHUM","ID","BLAINE"
"83341","KIMBERLY, ID",,"G",830,"G",7254,"G",31371,164,"KIMBERLY","ID","TWIN FALLS"
"83342","MALTA, ID",,"G",66,"J",923,"J",3798,12,"MALTA","ID","CASSIA"
"83344","MURTAUGH, ID",,"G",74,"G",919,"G",3319,16,"MURTAUGH","ID","TWIN FALLS"
"83346","OAKLEY, ID",,"G",100,"G",763,"G",6022,23,"OAKLEY","ID","CASSIA"
"83347","PAUL, ID",,"G",1567,"G",16254,"G",73423,74,"PAUL","ID","MINIDOKA"
"83348","PICABO, ID","A","S",0,"S",0,"S",0,4,"PICABO","ID","BLAINE"
"83349","RICHFIELD, ID",,"G",56,"H",510,"H",2202,14,"RICHFIELD","ID","LINCOLN"
"83350","RUPERT, ID",,"G",2368,"G",21290,"G",89221,235,"RUPERT","ID","MINIDOKA"
"83352","SHOSHONE, ID",,"G",399,"G",2665,"G",12968,65,"SHOSHONE","ID","LINCOLN"
