"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"01001","AGAWAM, MA",,"G",9891,"G",96616,"G",422470,473,"AGAWAM","MA","HAMPDEN"
"01002","AMHERST, MA",,"H",8482,"H",70277,"H",299103,545,"AMHERST","MA","HAMPSHIRE"
"01003","AMHERST, MA",,"G",337,"H",2461,"H",10380,21,"AMHERST","MA","HAMPSHIRE"
"01004","AMHERST, MA",,"H",213,"H",1422,"H",5912,12,"AMHERST","MA","HAMPSHIRE"
"01005","BARRE, MA",,"H",1248,"H",8163,"H",35287,94,"BARRE","MA","WORCESTER"
"01007","BELCHERTOWN, MA",,"G",1939,"G",14179,"G",60005,223,"BELCHERTOWN","MA","HAMPSHIRE"
"01008","BLANDFORD, MA",,"G",184,"G",724,"G",3026,23,"BLANDFORD","MA","HAMPDEN"
"01009","BONDSVILLE, MA",,"G",137,"H",1615,"H",6238,17,"BONDSVILLE","MA","HAMPDEN"
"01010","BRIMFIELD, MA",,"H",296,"H",3225,"H",16065,82,"BRIMFIELD","MA","HAMPDEN"
"01011","CHESTER, MA",,"G",32,"G",280,"G",1202,12,"CHESTER","MA","HAMPDEN"
"01012","CHESTERFIELD, MA",,"J",45,"H",276,"H",1230,9,"CHESTERFIELD","MA","HAMPSHIRE"
"01013","CHICOPEE, MA",,"G",4661,"G",42956,"G",185602,322,"CHICOPEE","MA","HAMPDEN"
"01020","CHICOPEE, MA",,"G",8741,"G",76600,"G",330544,555,"CHICOPEE","MA","HAMPDEN"
"01021","CHICOPEE, MA",,"G",246,"G",1539,"G",6809,7,"CHICOPEE","MA","HAMPDEN"
"01022","CHICOPEE, MA",,"G",2310,"G",29776,"G",121569,64,"CHICOPEE","MA","HAMPDEN"
"01026","CUMMINGTON, MA",,"G",167,"H",1409,"H",8887,23,"CUMMINGTON","MA","HAMPSHIRE"
"01027","EASTHAMPTON, MA",,"G",4015,"G",38916,"G",153487,415,"EASTHAMPTON","MA","HAMPSHIRE"
"01028","EAST LONGMEADOW, MA",,"G",8184,"G",81804,"G",342535,510,"EAST LONGMEADOW","MA","HAMPDEN"
"01029","EAST OTIS, MA",,"H",193,"H",1425,"H",6804,14,"EAST OTIS","MA","BERKSHIRE"
"01030","FEEDING HILLS, MA",,"H",1033,"G",7620,"G",34878,209,"FEEDING HILLS","MA","HAMPDEN"
"01031","GILBERTVILLE, MA",,"H",76,"G",308,"G",1454,21,"GILBERTVILLE","MA","WORCESTER"
"01032","GOSHEN, MA",,"G",127,"G",952,"G",4734,27,"GOSHEN","MA","HAMPSHIRE"
"01033","GRANBY, MA",,"G",748,"G",6242,"G",28897,131,"GRANBY","MA","HAMPSHIRE"
"01034","GRANVILLE, MA",,"H",115,"H",1252,"H",5638,31,"GRANVILLE","MA","HAMPDEN"
"01035","HADLEY, MA",,"G",5242,"G",40263,"G",168423,315,"HADLEY","MA","HAMPSHIRE"
"01036","HAMPDEN, MA",,"G",952,"G",7669,"G",37063,117,"HAMPDEN","MA","HAMPDEN"
"01037","HARDWICK, MA",,"J",276,"J",3097,"J",13561,20,"HARDWICK","MA","WORCESTER"
"01038","HATFIELD, MA",,"H",1579,"H",18333,"H",74878,65,"HATFIELD","MA","HAMPSHIRE"
"01039","HAYDENVILLE, MA",,"H",269,"H",2744,"H",12283,35,"HAYDENVILLE","MA","HAMPSHIRE"
"01040","HOLYOKE, MA",,"G",16434,"G",186222,"G",725530,859,"HOLYOKE","MA","HAMPDEN"
"01041","HOLYOKE, MA",,"G",1026,"H",9214,"H",39291,25,"HOLYOKE","MA","HAMPDEN"
"01050","HUNTINGTON, MA",,"J",170,"H",1384,"H",5888,33,"HUNTINGTON","MA","HAMPSHIRE"
"01053","LEEDS, MA",,"H",1664,"H",28109,"H",109764,29,"LEEDS","MA","HAMPSHIRE"
"01054","LEVERETT, MA",,"G",116,"H",1039,"G",4984,38,"LEVERETT","MA","FRANKLIN"
"01056","LUDLOW, MA",,"G",4437,"G",42906,"G",199890,413,"LUDLOW","MA","HAMPDEN"
"01057","MONSON, MA",,"G",745,"H",7382,"H",33977,133,"MONSON","MA","HAMPDEN"
"01059","NORTH AMHERST, MA",,"H",65,"G",490,"G",2108,7,"NORTH AMHERST","MA","HAMPSHIRE"
"01060","NORTHAMPTON, MA",,"G",12115,"G",128814,"G",527663,755,"NORTHAMPTON","MA","HAMPSHIRE"
"01061","NORTHAMPTON, MA",,"G",91,"G",985,"G",4985,17,"NORTHAMPTON","MA","HAMPSHIRE"
"01062","FLORENCE, MA",,"G",1653,"G",17100,"G",68373,195,"FLORENCE","MA","HAMPSHIRE"
"01063","NORTHAMPTON, MA","H","S",0,"S",0,"S",0,4,"NORTHAMPTON","MA","HAMPSHIRE"
"01066","NORTH HATFIELD, MA","B","S",0,"S",0,"S",0,9,"NORTH HATFIELD","MA","HAMPSHIRE"
"01068","OAKHAM, MA",,"H",66,"H",687,"G",3572,29,"OAKHAM","MA","WORCESTER"
"01069","PALMER, MA",,"G",3235,"G",33708,"G",151097,260,"PALMER","MA","HAMPDEN"
"01070","PLAINFIELD, MA",,"H",21,"H",105,"H",534,9,"PLAINFIELD","MA","HAMPSHIRE"
"01071","RUSSELL, MA",,"J",89,"H",492,"G",2644,21,"RUSSELL","MA","HAMPDEN"
"01072","SHUTESBURY, MA",,"J",79,"G",319,"G",1955,21,"SHUTESBURY","MA","FRANKLIN"
"01073","SOUTHAMPTON, MA",,"G",1117,"H",8427,"G",36613,134,"SOUTHAMPTON","MA","HAMPSHIRE"
"01074","SOUTH BARRE, MA",,"G",55,"J",383,"J",2317,8,"SOUTH BARRE","MA","WORCESTER"
"01075","SOUTH HADLEY, MA",,"H",4623,"G",37838,"G",157337,310,"SOUTH HADLEY","MA","HAMPSHIRE"
"01077","SOUTHWICK, MA",,"G",2123,"G",17801,"G",80967,222,"SOUTHWICK","MA","HAMPDEN"
"01079","THORNDIKE, MA",,"H",73,"G",588,"G",2772,14,"THORNDIKE","MA","HAMPDEN"
"01080","THREE RIVERS, MA",,"G",528,"G",2379,"H",16099,42,"THREE RIVERS","MA","HAMPDEN"
"01081","WALES, MA",,"G",58,"G",606,"G",2775,16,"WALES","MA","HAMPDEN"
"01082","WARE, MA",,"G",1891,"H",19814,"H",74710,161,"WARE","MA","HAMPSHIRE"
"01083","WARREN, MA",,"G",240,"H",3305,"H",12990,38,"WARREN","MA","WORCESTER"
"01084","WEST CHESTERFIELD, MA",,"J",37,"J",303,"J",1572,4,"WEST CHESTERFIELD","MA","HAMPSHIRE"
"01085","WESTFIELD, MA",,"G",13980,"G",151014,"G",623786,868,"WESTFIELD","MA","HAMPDEN"
"01086","WESTFIELD, MA",,"J",654,"J",4793,"J",24635,16,"WESTFIELD","MA","HAMPDEN"
"01088","WEST HATFIELD, MA",,"H",327,"G",3210,"G",13160,32,"WEST HATFIELD","MA","HAMPSHIRE"
"01089","WEST SPRINGFIELD, MA",,"G",16824,"G",158160,"G",656626,971,"WEST SPRINGFIELD","MA","HAMPDEN"
"01090","WEST SPRINGFIELD, MA",,"H",111,"G",1657,"G",7362,18,"WEST SPRINGFIELD","MA","HAMPDEN"
"01092","WEST WARREN, MA",,"J",62,"J",483,"H",2275,16,"WEST WARREN","MA","WORCESTER"
"01093","WHATELY, MA",,"H",686,"J",7826,"J",32260,31,"WHATELY","MA","FRANKLIN"
"01095","WILBRAHAM, MA",,"G",4142,"G",36115,"G",149056,292,"WILBRAHAM","MA","HAMPDEN"
"01096","WILLIAMSBURG, MA",,"G",357,"G",3036,"G",13204,48,"WILLIAMSBURG","MA","HAMPSHIRE"
"01098","WORTHINGTON, MA",,"G",106,"H",1000,"H",4264,19,"WORTHINGTON","MA","HAMPSHIRE"
"01101","SPRINGFIELD, MA",,"G",226,"G",1741,"G",6995,16,"SPRINGFIELD","MA","HAMPDEN"
"01102","SPRINGFIELD, MA",,"H",3060,"H",62167,"H",228555,18,"SPRINGFIELD","MA","HAMPDEN"
"01103","SPRINGFIELD, MA",,"G",6563,"G",70185,"G",296243,450,"SPRINGFIELD","MA","HAMPDEN"
"01104","SPRINGFIELD, MA",,"G",15485,"H",216578,"H",932503,510,"SPRINGFIELD","MA","HAMPDEN"
"01105","SPRINGFIELD, MA",,"G",6179,"H",55770,"G",231848,268,"SPRINGFIELD","MA","HAMPDEN"
"01106","LONGMEADOW, MA",,"H",3816,"H",30735,"H",130059,275,"LONGMEADOW","MA","HAMPDEN"
"01107","SPRINGFIELD, MA",,"G",2703,"G",40958,"G",176980,145,"SPRINGFIELD","MA","HAMPDEN"
"01108","SPRINGFIELD, MA",,"G",2480,"G",16695,"G",72621,254,"SPRINGFIELD","MA","HAMPDEN"
"01109","SPRINGFIELD, MA",,"H",7789,"H",56445,"H",218561,292,"SPRINGFIELD","MA","HAMPDEN"
"01111","SPRINGFIELD, MA","H","S",0,"S",0,"S",0,10,"SPRINGFIELD","MA","HAMPDEN"
"01115","SPRINGFIELD, MA",,"H",637,"J",45058,"J",101242,40,"SPRINGFIELD","MA","HAMPDEN"
"01118","SPRINGFIELD, MA",,"G",1467,"G",11186,"G",48606,128,"SPRINGFIELD","MA","HAMPDEN"
"01119","SPRINGFIELD, MA",,"H",3975,"H",29082,"H",116139,158,"SPRINGFIELD","MA","HAMPDEN"
"01128","SPRINGFIELD, MA",,"G",764,"G",4706,"G",18882,49,"SPRINGFIELD","MA","HAMPDEN"
"01129","SPRINGFIELD, MA",,"G",2560,"G",15001,"G",60306,158,"SPRINGFIELD","MA","HAMPDEN"
"01138","SPRINGFIELD, MA",,"G",17,"G",100,"G",524,7,"SPRINGFIELD","MA","HAMPDEN"
"01144","SPRINGFIELD, MA",,"H",1160,"H",28450,"H",99564,49,"SPRINGFIELD","MA","HAMPDEN"
"01151","INDIAN ORCHARD, MA",,"G",1661,"G",27293,"G",84147,136,"INDIAN ORCHARD","MA","HAMPDEN"
"01199","SPRINGFIELD, MA","I","S",0,"S",0,"S",0,6,"SPRINGFIELD","MA","HAMPDEN"
"01201","PITTSFIELD, MA",,"G",24666,"G",310770,"G",1279620,1295,"PITTSFIELD","MA","BERKSHIRE"
"01202","PITTSFIELD, MA",,"H",305,"J",8317,"J",27603,25,"PITTSFIELD","MA","BERKSHIRE"
"01220","ADAMS, MA",,"G",1453,"G",15314,"G",63450,156,"ADAMS","MA","BERKSHIRE"
"01222","ASHLEY FALLS, MA",,"H",43,"G",451,"G",1970,15,"ASHLEY FALLS","MA","BERKSHIRE"
"01223","BECKET, MA",,"H",226,"H",1968,"H",12364,42,"BECKET","MA","BERKSHIRE"
"01224","BERKSHIRE, MA",,"G",17,"G",188,"H",860,4,"BERKSHIRE","MA","BERKSHIRE"
"01225","CHESHIRE, MA",,"H",380,"H",3478,"H",16917,54,"CHESHIRE","MA","BERKSHIRE"
"01226","DALTON, MA",,"H",1379,"H",20480,"H",73595,122,"DALTON","MA","BERKSHIRE"
"01227","DALTON, MA",,"G",42,"G",181,"G",1300,6,"DALTON","MA","BERKSHIRE"
"01229","GLENDALE, MA",,"G",6,"J",156,"H",993,4,"GLENDALE","MA","BERKSHIRE"
"01230","GREAT BARRINGTON, MA",,"G",4346,"G",44503,"G",187495,428,"GREAT BARRINGTON","MA","BERKSHIRE"
"01235","HINSDALE, MA",,"G",134,"G",1157,"G",6653,47,"HINSDALE","MA","BERKSHIRE"
"01236","HOUSATONIC, MA",,"H",471,"H",3954,"H",15724,40,"HOUSATONIC","MA","BERKSHIRE"
"01237","LANESBOROUGH, MA",,"G",1544,"G",8943,"G",35591,115,"LANESBOROUGH","MA","BERKSHIRE"
"01238","LEE, MA",,"G",2957,"G",21840,"G",94615,278,"LEE","MA","BERKSHIRE"
"01240","LENOX, MA",,"G",3658,"G",27310,"G",120359,247,"LENOX","MA","BERKSHIRE"
"01242","LENOX DALE, MA",,"H",130,"H",997,"H",4264,16,"LENOX DALE","MA","BERKSHIRE"
"01243","MIDDLEFIELD, MA",,"J",28,"H",178,"J",795,6,"MIDDLEFIELD","MA","HAMPSHIRE"
"01245","MONTEREY, MA",,"J",82,"J",774,"J",3620,19,"MONTEREY","MA","BERKSHIRE"
"01247","NORTH ADAMS, MA",,"G",4417,"G",36649,"G",154511,334,"NORTH ADAMS","MA","BERKSHIRE"
"01252","NORTH EGREMONT, MA",,"G",5,"H",59,"J",350,6,"NORTH EGREMONT","MA","BERKSHIRE"
"01253","OTIS, MA",,"H",123,"G",810,"G",3267,32,"OTIS","MA","BERKSHIRE"
"01254","RICHMOND, MA",,"J",59,"G",497,"H",4472,31,"RICHMOND","MA","BERKSHIRE"
"01255","SANDISFIELD, MA",,"H",128,"J",1025,"J",4593,19,"SANDISFIELD","MA","BERKSHIRE"
"01256","SAVOY, MA",,"J",13,"H",170,"H",756,6,"SAVOY","MA","BERKSHIRE"
"01257","SHEFFIELD, MA",,"G",1117,"H",16830,"H",53549,115,"SHEFFIELD","MA","BERKSHIRE"
"01258","SOUTH EGREMONT, MA",,"H",454,"H",2156,"G",6801,28,"SOUTH EGREMONT","MA","BERKSHIRE"
"01259","SOUTHFIELD, MA",,"J",122,"J",1077,"H",5796,29,"SOUTHFIELD","MA","BERKSHIRE"
"01260","SOUTH LEE, MA",,"H",371,"J",5953,"J",19980,10,"SOUTH LEE","MA","BERKSHIRE"
"01262","STOCKBRIDGE, MA",,"H",1470,"G",13210,"G",56681,80,"STOCKBRIDGE","MA","BERKSHIRE"
"01266","WEST STOCKBRIDGE, MA",,"H",143,"G",1339,"G",6677,44,"WEST STOCKBRIDGE","MA","BERKSHIRE"
"01267","WILLIAMSTOWN, MA",,"G",3394,"G",41588,"G",183131,200,"WILLIAMSTOWN","MA","BERKSHIRE"
"01270","WINDSOR, MA",,"H",22,"G",199,"H",995,8,"WINDSOR","MA","BERKSHIRE"
"01301","GREENFIELD, MA",,"G",8465,"G",79712,"G",327405,543,"GREENFIELD","MA","FRANKLIN"
"01302","GREENFIELD, MA",,"H",175,"J",2136,"J",7531,18,"GREENFIELD","MA","FRANKLIN"
"01330","ASHFIELD, MA",,"G",148,"G",716,"G",3261,33,"ASHFIELD","MA","FRANKLIN"
"01331","ATHOL, MA",,"H",3294,"H",29493,"H",121344,211,"ATHOL","MA","WORCESTER"
"01337","BERNARDSTON, MA",,"H",388,"G",2776,"G",12663,47,"BERNARDSTON","MA","FRANKLIN"
"01338","BUCKLAND, MA",,"H",72,"H",624,"G",3808,16,"BUCKLAND","MA","FRANKLIN"
"01339","CHARLEMONT, MA",,"H",344,"H",1818,"H",8655,28,"CHARLEMONT","MA","FRANKLIN"
"01340","COLRAIN, MA",,"G",123,"H",992,"H",4272,18,"COLRAIN","MA","FRANKLIN"
"01341","CONWAY, MA",,"G",120,"G",1104,"H",4573,22,"CONWAY","MA","FRANKLIN"
"01342","DEERFIELD, MA",,"H",902,"H",8960,"H",38276,29,"DEERFIELD","MA","FRANKLIN"
"01344","ERVING, MA",,"G",269,"H",3035,"H",12519,20,"ERVING","MA","FRANKLIN"
"01346","HEATH, MA",,"J",10,"H",71,"H",277,4,"HEATH","MA","FRANKLIN"
"01349","MILLERS FALLS, MA",,"J",30,"J",158,"J",651,7,"MILLERS FALLS","MA","FRANKLIN"
"01351","MONTAGUE, MA",,"H",108,"G",704,"G",3443,31,"MONTAGUE","MA","FRANKLIN"
"01354","GILL, MA",,"G",287,"G",1889,"G",8101,22,"GILL","MA","FRANKLIN"
"01355","NEW SALEM, MA",,"J",57,"J",449,"J",2182,18,"NEW SALEM","MA","FRANKLIN"
"01360","NORTHFIELD, MA",,"H",770,"G",9163,"G",36475,49,"NORTHFIELD","MA","FRANKLIN"
"01364","ORANGE, MA",,"H",1284,"H",11610,"G",51173,133,"ORANGE","MA","FRANKLIN"
"01366","PETERSHAM, MA",,"G",60,"G",289,"H",1316,30,"PETERSHAM","MA","WORCESTER"
"01367","ROWE, MA",,"G",73,"G",1407,"G",5310,7,"ROWE","MA","FRANKLIN"
"01368","ROYALSTON, MA",,"J",38,"H",148,"H",671,8,"ROYALSTON","MA","WORCESTER"
"01370","SHELBURNE FALLS, MA",,"G",541,"G",3276,"G",15261,115,"SHELBURNE FALLS","MA","FRANKLIN"
"01373","SOUTH DEERFIELD, MA",,"G",2938,"G",41785,"G",155722,146,"SOUTH DEERFIELD","MA","FRANKLIN"
"01375","SUNDERLAND, MA",,"H",640,"H",8977,"H",36463,50,"SUNDERLAND","MA","FRANKLIN"
"01376","TURNERS FALLS, MA",,"G",1582,"G",16663,"G",69194,103,"TURNERS FALLS","MA","FRANKLIN"
"01378","WARWICK, MA",,"G",3,"J",17,"H",135,4,"WARWICK","MA","FRANKLIN"
"01379","WENDELL, MA",,"J",21,"G",69,"G",316,11,"WENDELL","MA","FRANKLIN"
"01420","FITCHBURG, MA",,"G",10607,"G",90406,"G",384241,767,"FITCHBURG","MA","WORCESTER"
"01430","ASHBURNHAM, MA",,"H",693,"H",6544,"H",27072,98,"ASHBURNHAM","MA","WORCESTER"
"01431","ASHBY, MA",,"J",165,"H",1492,"G",7159,58,"ASHBY","MA","MIDDLESEX"
"01432","AYER, MA",,"G",4117,"G",58944,"G",234107,240,"AYER","MA","MIDDLESEX"
"01434","DEVENS, MA",,"H",3060,"H",48823,"H",211385,76,"DEVENS","MA","MIDDLESEX"
"01436","BALDWINVILLE, MA",,"J",546,"J",6092,"J",25738,35,"BALDWINVILLE","MA","WORCESTER"
"01438","EAST TEMPLETON, MA",,"H",217,"H",1872,"H",10652,18,"EAST TEMPLETON","MA","WORCESTER"
"01440","GARDNER, MA",,"G",7163,"G",69903,"G",285640,409,"GARDNER","MA","WORCESTER"
"01441","WESTMINSTER, MA","F","S",0,"S",0,"S",0,10,"WESTMINSTER","MA","WORCESTER"
"01450","GROTON, MA",,"G",1961,"G",18739,"G",82693,205,"GROTON","MA","MIDDLESEX"
"01451","HARVARD, MA",,"H",848,"G",11636,"G",50779,141,"HARVARD","MA","WORCESTER"
"01452","HUBBARDSTON, MA",,"H",294,"H",2527,"H",11093,51,"HUBBARDSTON","MA","WORCESTER"
"01453","LEOMINSTER, MA",,"G",18768,"G",178229,"G",738464,1134,"LEOMINSTER","MA","WORCESTER"
"01460","LITTLETON, MA",,"G",8168,"H",173398,"H",678779,324,"LITTLETON","MA","MIDDLESEX"
"01462","LUNENBURG, MA",,"G",2075,"G",20994,"G",96857,224,"LUNENBURG","MA","WORCESTER"
"01463","PEPPERELL, MA",,"G",1252,"G",11186,"G",51315,230,"PEPPERELL","MA","MIDDLESEX"
"01464","SHIRLEY, MA",,"G",1442,"G",16603,"G",70700,122,"SHIRLEY","MA","MIDDLESEX"
"01467","STILL RIVER, MA",,"J",32,"H",286,"H",1246,8,"STILL RIVER","MA","WORCESTER"
"01468","TEMPLETON, MA",,"H",301,"G",2697,"G",11861,57,"TEMPLETON","MA","WORCESTER"
"01469","TOWNSEND, MA",,"G",1385,"G",11747,"G",51020,132,"TOWNSEND","MA","MIDDLESEX"
"01471","GROTON, MA","E","S",0,"S",0,"S",0,3,"GROTON","MA","MIDDLESEX"
"01472","WEST GROTON, MA",,"H",156,"G",1131,"G",4755,9,"WEST GROTON","MA","MIDDLESEX"
"01473","WESTMINSTER, MA",,"G",1270,"G",13691,"G",57660,168,"WESTMINSTER","MA","WORCESTER"
"01474","WEST TOWNSEND, MA",,"G",100,"H",969,"G",3935,29,"WEST TOWNSEND","MA","MIDDLESEX"
"01475","WINCHENDON, MA",,"G",1135,"G",8901,"G",36404,140,"WINCHENDON","MA","WORCESTER"
"01501","AUBURN, MA",,"G",11481,"G",118912,"G",504905,618,"AUBURN","MA","WORCESTER"
"01503","BERLIN, MA",,"H",432,"G",3478,"G",17571,92,"BERLIN","MA","WORCESTER"
"01504","BLACKSTONE, MA",,"G",898,"G",7168,"G",31672,140,"BLACKSTONE","MA","WORCESTER"
"01505","BOYLSTON, MA",,"G",1434,"G",16921,"G",73572,124,"BOYLSTON","MA","WORCESTER"
"01506","BROOKFIELD, MA",,"J",165,"G",1099,"G",4831,46,"BROOKFIELD","MA","WORCESTER"
"01507","CHARLTON, MA",,"G",2961,"G",35895,"G",152541,247,"CHARLTON","MA","WORCESTER"
"01508","CHARLTON CITY, MA",,"H",348,"H",1842,"H",8467,28,"CHARLTON CITY","MA","WORCESTER"
"01509","CHARLTON DEPOT, MA",,"J",16,"J",192,"J",1082,5,"CHARLTON DEPOT","MA","WORCESTER"
"01510","CLINTON, MA",,"G",3392,"G",40855,"G",167655,260,"CLINTON","MA","WORCESTER"
"01515","EAST BROOKFIELD, MA",,"G",338,"H",2932,"H",13179,44,"EAST BROOKFIELD","MA","WORCESTER"
"01516","DOUGLAS, MA",,"G",702,"G",6021,"G",28412,121,"DOUGLAS","MA","WORCESTER"
"01518","FISKDALE, MA",,"G",647,"G",5975,"G",25420,69,"FISKDALE","MA","WORCESTER"
"01519","GRAFTON, MA",,"J",1405,"J",15489,"J",65665,104,"GRAFTON","MA","WORCESTER"
"01520","HOLDEN, MA",,"G",3128,"G",32257,"G",126122,276,"HOLDEN","MA","WORCESTER"
"01521","HOLLAND, MA",,"G",63,"G",465,"H",1825,22,"HOLLAND","MA","HAMPDEN"
"01522","JEFFERSON, MA",,"H",118,"G",832,"H",4322,36,"JEFFERSON","MA","WORCESTER"
"01523","LANCASTER, MA",,"H",2747,"H",30223,"H",131000,134,"LANCASTER","MA","WORCESTER"
"01524","LEICESTER, MA",,"H",1342,"H",9186,"H",39520,108,"LEICESTER","MA","WORCESTER"
"01525","LINWOOD, MA",,"J",169,"H",1412,"H",6594,20,"LINWOOD","MA","WORCESTER"
"01526","MANCHAUG, MA",,"H",32,"G",204,"G",829,9,"MANCHAUG","MA","WORCESTER"
"01527","MILLBURY, MA",,"H",4524,"G",38879,"G",163904,312,"MILLBURY","MA","WORCESTER"
"01529","MILLVILLE, MA",,"G",123,"G",945,"G",4013,33,"MILLVILLE","MA","WORCESTER"
"01531","NEW BRAINTREE, MA",,"J",37,"G",366,"G",1934,17,"NEW BRAINTREE","MA","WORCESTER"
"01532","NORTHBOROUGH, MA",,"G",8230,"G",91502,"G",379339,518,"NORTHBOROUGH","MA","WORCESTER"
"01534","NORTHBRIDGE, MA",,"G",954,"H",9856,"H",43861,80,"NORTHBRIDGE","MA","WORCESTER"
"01535","NORTH BROOKFIELD, MA",,"G",803,"H",9310,"H",34811,81,"NORTH BROOKFIELD","MA","WORCESTER"
"01536","NORTH GRAFTON, MA",,"G",2270,"G",35271,"G",139124,148,"NORTH GRAFTON","MA","WORCESTER"
"01537","NORTH OXFORD, MA",,"H",892,"H",9476,"H",42900,77,"NORTH OXFORD","MA","WORCESTER"
"01538","NORTH UXBRIDGE, MA",,"J",101,"J",755,"J",3242,14,"NORTH UXBRIDGE","MA","WORCESTER"
"01540","OXFORD, MA",,"H",4590,"H",75588,"H",279157,226,"OXFORD","MA","WORCESTER"
"01541","PRINCETON, MA",,"H",1299,"H",4700,"H",18336,69,"PRINCETON","MA","WORCESTER"
"01542","ROCHDALE, MA",,"J",398,"J",5078,"J",20357,30,"ROCHDALE","MA","WORCESTER"
"01543","RUTLAND, MA",,"H",1035,"H",8935,"H",39171,116,"RUTLAND","MA","WORCESTER"
"01545","SHREWSBURY, MA",,"G",11740,"H",126640,"H",533382,818,"SHREWSBURY","MA","WORCESTER"
"01550","SOUTHBRIDGE, MA",,"G",4990,"G",56152,"G",229396,321,"SOUTHBRIDGE","MA","WORCESTER"
"01560","SOUTH GRAFTON, MA",,"H",339,"G",3955,"G",17047,61,"SOUTH GRAFTON","MA","WORCESTER"
"01561","SOUTH LANCASTER, MA",,"J",513,"H",3833,"H",17130,24,"SOUTH LANCASTER","MA","WORCESTER"
"01562","SPENCER, MA",,"H",2736,"H",27410,"H",115649,223,"SPENCER","MA","WORCESTER"
"01564","STERLING, MA",,"G",2309,"G",23811,"G",103031,195,"STERLING","MA","WORCESTER"
"01566","STURBRIDGE, MA",,"G",3558,"G",27689,"G",120221,238,"STURBRIDGE","MA","WORCESTER"
"01568","UPTON, MA",,"G",768,"G",7012,"G",31266,157,"UPTON","MA","WORCESTER"
"01569","UXBRIDGE, MA",,"G",3145,"G",37388,"G",154400,275,"UXBRIDGE","MA","WORCESTER"
"01570","WEBSTER, MA",,"H",6624,"H",77802,"H",290280,367,"WEBSTER","MA","WORCESTER"
"01571","DUDLEY, MA",,"G",2438,"G",22674,"G",97446,175,"DUDLEY","MA","WORCESTER"
"01581","WESTBOROUGH, MA",,"G",24728,"H",521398,"H",1796472,972,"WESTBOROUGH","MA","WORCESTER"
"01583","WEST BOYLSTON, MA",,"G",2658,"G",24363,"G",105838,250,"WEST BOYLSTON","MA","WORCESTER"
"01585","WEST BROOKFIELD, MA",,"H",774,"G",6947,"G",29869,86,"WEST BROOKFIELD","MA","WORCESTER"
"01588","WHITINSVILLE, MA",,"G",3094,"G",29953,"G",122158,218,"WHITINSVILLE","MA","WORCESTER"
"01590","SUTTON, MA",,"G",1987,"G",22842,"G",99209,174,"SUTTON","MA","WORCESTER"
"01601","WORCESTER, MA",,"H",527,"H",7592,"H",30598,9,"WORCESTER","MA","WORCESTER"
"01602","WORCESTER, MA",,"G",2848,"G",23750,"G",97627,321,"WORCESTER","MA","WORCESTER"
"01603","WORCESTER, MA",,"G",6759,"G",57380,"G",238322,410,"WORCESTER","MA","WORCESTER"
"01604","WORCESTER, MA",,"G",10067,"G",89042,"G",377701,720,"WORCESTER","MA","WORCESTER"
"01605","WORCESTER, MA",,"H",23359,"H",389696,"H",1540759,602,"WORCESTER","MA","WORCESTER"
"01606","WORCESTER, MA",,"G",9619,"H",107878,"H",426514,449,"WORCESTER","MA","WORCESTER"
"01607","WORCESTER, MA",,"H",3365,"H",30224,"H",123201,145,"WORCESTER","MA","WORCESTER"
"01608","WORCESTER, MA",,"G",13397,"G",207472,"G",818876,529,"WORCESTER","MA","WORCESTER"
"01609","WORCESTER, MA",,"H",11233,"G",97673,"G",409440,536,"WORCESTER","MA","WORCESTER"
"01610","WORCESTER, MA",,"G",9459,"G",80614,"G",337634,355,"WORCESTER","MA","WORCESTER"
"01611","CHERRY VALLEY, MA",,"G",316,"G",2481,"G",10535,34,"CHERRY VALLEY","MA","WORCESTER"
"01612","PAXTON, MA",,"H",867,"H",5642,"H",24453,76,"PAXTON","MA","WORCESTER"
"01613","WORCESTER, MA",,"G",221,"H",3156,"G",11024,21,"WORCESTER","MA","WORCESTER"
"01615","WORCESTER, MA",,"H",559,"H",10785,"H",41058,12,"WORCESTER","MA","WORCESTER"
"01653","WORCESTER, MA","G","S",0,"S",0,"S",0,5,"WORCESTER","MA","WORCESTER"
"01655","WORCESTER, MA",,"G",66,"G",687,"G",2924,6,"WORCESTER","MA","WORCESTER"
"01701","FRAMINGHAM, MA",,"G",28506,"H",580935,"H",2361006,1231,"FRAMINGHAM","MA","MIDDLESEX"
"01702","FRAMINGHAM, MA",,"G",14460,"H",235379,"H",977806,905,"FRAMINGHAM","MA","MIDDLESEX"
"01703","FRAMINGHAM, MA",,"G",27,"J",148,"J",659,7,"FRAMINGHAM","MA","MIDDLESEX"
"01704","FRAMINGHAM, MA",,"J",13,"J",69,"J",363,3,"FRAMINGHAM","MA","MIDDLESEX"
"01719","BOXBOROUGH, MA",,"G",4491,"G",145282,"G",689538,135,"BOXBOROUGH","MA","MIDDLESEX"
"01720","ACTON, MA",,"G",8756,"G",120057,"G",493677,722,"ACTON","MA","MIDDLESEX"
"01721","ASHLAND, MA",,"G",4742,"G",48299,"G",199073,412,"ASHLAND","MA","MIDDLESEX"
"01730","BEDFORD, MA",,"G",17591,"G",434337,"G",1728981,535,"BEDFORD","MA","MIDDLESEX"
